restaurant_id,name,type,category,min_order,delivery_time,address,phone,business_hours,closed_days,rating,image_url
store-98,케크케크 베이커리 시흥배곧점,cafe,카페·디저트,15000,13~28,"경기도 시흥시 서울대학로264번길 25 103,104호(배곧동, 시흥배곧아브뉴프 랑 센트럴 블루)",050-4920-1702,평일 - 오전 9:00 ~ 오후 8:50 토요일 - 오전 9:00 ~ 오후 8:50 일요일 - 오전 9:00 ~ 오후 8:20,연중무휴,5,
store-99,던킨 배곧아브뉴프랑점,cafe,카페·디저트,15900,16~31,"경기도 시흥시 정왕동 2522 시흥배곧 아 브뉴프랑센트럴 레드 1층 B-136,B-137 호(정왕동)",050-3750-79398,매일 - 오전 9:00 ~ 오후 10:00,연중무휴,4.8,
store-100,백억커피 시흥정왕점,cafe,카페·디저트,12900,33~48,"경기도 시흥시 중심상가로 178 한라프라 자 104호, 105호 (정왕동)",050-8820-85667,화요일 - 오전 9:25 ~ 오후 10:50 수요일 - 오전 9:30 ~ 익일 새벽 2:50 목요일 - 오전 9:30 ~ 익일 새벽 2:50 금요일 - 오전 9:30 ~ 익일 새벽 3:50 주말 - 오전 8:00 ~ 익일 새벽 3:50 월요일 - 오전 9:30 ~ 오후 10:50,연중무휴,4.9,
store-101,카페 구십도씨,cafe,카페·디저트,16500,13~28,"경기도 시흥시 서울대학로264번길 7 B-138호,B-139호(배곧동,시흥배곧 아 브뉴프랑 센트럴 퍼플)",050-7781-1672,매일 - 오전 11:00 ~ 오후 11:00,연중무휴,4.5,
store-102,꽁뜨 샌드위치,cafe,카페·디저트,11900,20~35,"경기도 시흥시 서울대학로 59-49 1층 125,126호 (배곧동, 건영테크노밸리)",050-3622-44830,평일 - 오전 7:00 ~ 오후 11:50 토요일 - 오전 7:00 ~ 오후 11:55 일요일 - 정기휴무,매주 일요일,5,
store-103,메가엠지씨커피 배곧한라비발디점,cafe,카페·디저트,15000,13~28,"경기도 시흥시 배곧1로 27-16 상가3동 103호(배곧동, 한라비발디캠퍼스2차)",050-8820-03843,평일 - 오전 9:00 ~ 오후 9:00 주말 - 정기휴무,공휴일 / 매주 토요일 / 매주 일요일,4.6,
store-104,1리터 보틀 니즈커피,cafe,카페·디저트,11000,14~29,"경기도 시흥시 서울대학로264번길 26-32 7층 712호,713호(배곧동, 배곧중 앙프라자)",050-3622-27480,화요일 -오전 11:45 ~ 익일 새벽 3:00 수요일 - 오전 11:45 ~ 익일 새벽 3:00 목요일 - 오전 11:45 ~ 익일 새벽 3:00 금요일 - 오전 11:45 ~ 익일 새벽 4:00 토요일 - 오전 11:45 ~ 익일 새벽 4:00 일요일 - 오전 11:45 ~ 오후 7:00 월요일 - 오전 11:45 ~ 익일 새벽 3:00,연중무휴,4.8,
store-105,해블랑디저트&해빙수,cafe,카페·디저트,15000,25~40,경기도 시흥시 서울대학로264번길 26-32 배곧중앙프라자 142 일부호 (정 왕동),050-8820-06830,화요일 -오전 9:30 ~ 오후 9:50 수요일 - 오전 9:30 ~ 오후 9:50 목요일 - 오전 9:30 ~ 오후 9:50 금요일 - 오전 9:30 ~ 오후 9:50 토요일 - 오전 9:30 ~ 오후 9:50 일요일 - 오전 10:20 ~ 오후 8:50 월요일 - 오전 9:30 ~ 오후 8:50,연중무휴,4.8,
store-106,배정동카페,cafe,카페·디저트,11900,15~30,경기도 시흥시 서울대학로264번길 26-32 1층 119호,050-3750-29854,매일 - 오전 10:00 ~ 밤 12:00,연중무휴,5,
store-107,여정포레스트 카페,cafe,카페·디저트,12000,21~36,"경기도 시흥시 서울대학로264번길 7 A 동 314호(배곧동, 시흥배곧 아브뉴프랑 센트럴 퍼플)",050-4831-0628,화요일 - 오전 11:30 ~ 오후 11:00 수요일 - 오전 11:00 ~ 오후 11:00 목요일 - 오전 11:00 ~ 오후 11:00 금요일 - 정기휴무 토요일 - 오전 11:00 ~ 오후 11:00 일요일 - 오전 10:00 ~ 오후 10:00 월요일 - 오전 11:00 ~ 오후 11:00,매주 금요일 2026년 08월 15일 ~ 2026년 08월 15일,4.8,
store-108,살찌는케이크,cafe,카페·디저트,13000,33~48,"경기도 시흥시 정왕동 1880-8 2층 201,202호",050-6469-4518,평일 - 오후 12:00 ~ 8:00 토요일 - 오후 12:00 ~ 8:00 일요일 - 정기휴무,매주 일요일,4.9,
store-109,발도스커피 건영테크노밸리점,cafe,카페·디저트,12000,12~27,"경기도 시흥시 서울대학로 59-49 1층 135(배곧동, 건영테크노밸리)",050-7802-1712,화요일 - 오전 7:40 ~ 오후 6:20 수요일 - 오전 7:40 ~ 오후 6:20 목요일 - 오전 7:40 ~ 오후 6:20 금요일 - 오전 7:30 ~ 오후 6:20 토요일 - 오전 8:00 ~ 오후 5:20 일요일 - 오전 8:00 ~ 오후 5:00 월요일 - 오전 7:40 ~ 오후 6:20,연중무휴,4.8,
store-110,해브투(haveto),cafe,카페·디저트,15000,12~27,경기도 시흥시 서울대학로264번길 25 블루동 3층 1호,050-3750-28518,화요일 -오전 11:00 ~ 오후 5:30 수요일 - 오전 10:30 ~ 오후 5:30 목요일 - 오전 10:30 ~ 오후 5:30 금요일 - 오전 10:30 ~ 오후 5:00 토요일 - 오전 11:00 ~ 오후 9:00 일요일 - 오전 10:00 ~ 오후 5:30 월요일 - 정기휴무,매주 월요일,5,
store-111,이삭토스트 시흥시화점,restaurant,패스트푸드,13000,14~29,경기도 시흥시 옥구상가2길 4 1층 107호 (정왕동),050-3622-77625,평일 - 오전 9:30 ~ 오후 9:00 토요일 - 오전 9:30 ~ 오후 6:00 일요일 - 오전 9:30 ~ 오후 4:00,연중무휴,4.9,
store-112,샐러리아 샌드위치&샐러드&포케 배곧점,restaurant,양식,11900,16~31,"경기도 시흥시 서울대학로278번길 61 1층 씨-37호(배곧동, 서영베니스스퀘어)",050-3622-58610,평일 - 오전 9:00 ~ 오후 9:30 토요일 - 오전 9:30 ~ 오후 9:30 일요일 - 오전 9:00 ~ 오후 7:00,연중무휴,4.7,
